id_empresa;Simbolo;Empresa;Industria;Sub_Industria;Localizacion;Incorp_SP500;Fundacion;Cant_Empleos;Facturac_Usd_ 2022;Costo_Op_Usd_2022;Gcia_Bruta_Usd_2022;Deuda_Usd_ 2022;Valor_de_Mercado
158;EIX;Edison International;Utilities;Electric Utilities;California;4/3/1957;1886;13.388;17.173.999.616;7.759.999.616;9.414.000.000;34.710.999.040;23.261.808.640
159;EL;Estée Lauder Companies (The);Consumer Staples;Personal Care Products;New York;5/1/2006;1946;44.020;15.909.999.616;5.791.028.224;10.118.971.392;10.318.999.552;50.594.856.960
160;ELV;Elevance Health;Health Care;Managed Health Care;Indiana;25/7/2002;1946;102.300;165.716.000.768;125.604.000.768;40.112.000.000;26.019.000.320;104.597.078.016
161;EMN;Eastman Chemical Company;Materials;Diversified Chemicals;Tennessee;1/1/1994;1920;14.500;9.818.000.384;7.642.000.384;2.176.000.000;5.512.000.000;8.726.906.880
162;EMR;Emerson Electric;Industrials;Electrical Components & Equipment;Missouri;31/3/1965;1890;85.500;20.792.000.512;12.604.000.512;8.188.000.000;8.814.999.552;53.486.686.208
163;ENPH;Enphase;Information Technology;Electronic Components;California;7/1/2021;2006;2.821;2.796.498.944;1.821.903.944;974.595.000;1.320.580.992;15.818.545.152
164;EOG;EOG Resources;Energy;Oil & Gas Exploration & Production;Texas;2/11/2000;1999;2.850;25.225.000.960;5.093.000.960;20.132.000.000;4.148.999.936;68.974.632.960
165;EPAM;EPAM Systems;Information Technology;IT Consulting & Other Services;Pennsylvania;14/12/2021;1993;59.300;4.839.370.240;3.279.055.240;1.560.315.000;180.842.000;13.795.250.176
166;EQIX;Equinix;Real Estate;Data Center REITs;California;20/3/2015;1998;12.621;7.188.203.008;4.216.517.008;2.971.686.000;17.177.803.776;67.459.354.624
167;EQR;Equity Residential;Real Estate;Multi-Family Residential REITs;Illinois;3/12/2001;1969;2.400;2.817.199.104;1.064.600.104;1.752.599.000;7.756.782.080;22.162.001.920
168;EQT;EQT;Energy;Oil & Gas Exploration & Production;Pennsylvania;3/10/2022;1888;744;8.847.576.064;-875.083.936;9.722.660.000;4.671.553.024;16.898.549.760
169;ES;Eversource;Utilities;Multi-Utilities;Connecticut;30/7/1983;1966;10.000;12.670.369.792;7.260.435.792;5.409.934.000;24.822.075.392;19.273.037.824
170;ESS;Essex Property Trust;Real Estate;Multi-Family Residential REITs;California;2/4/2014;1971;1.770;1.689.762.048;567.023.048;1.122.739.000;6.008.764.928;14.109.920.256
171;ETN;Eaton Corporation;Industrials;Electrical Components & Equipment;Ireland;4/3/1957;1911;92.000;22.047.000.576;15.160.000.576;6.887.000.000;9.781.999.616;81.068.818.432
172;ETR;Entergy;Utilities;Electric Utilities;Louisiana;4/3/1957;1913;12.000;13.318.200.320;8.039.849.320;5.278.351.000;27.279.112.192;19.403.202.560
173;ETSY;Etsy;Consumer Discretionary;Broadline Retail;New York;21/9/2020;2005;2.790;2.671.462.912;849.943.912;1.821.519.000;2.388.976.128;7.732.660.224
174;EVRG;Evergy;Utilities;Electric Utilities;Missouri;5/6/2018;1909;4.512;5.839.699.968;3.205.599.968;2.634.100.000;12.904.599.552;11.103.795.200
175;EW;Edwards Lifesciences;Health Care;Health Care Equipment;California;1/4/2011;1958;17.300;5.657.099.776;1.353.499.776;4.303.600.000;684.499.968;43.891.535.872
176;EXC;Exelon;Utilities;Multi-Utilities;Illinois;4/3/1957;2000;19.063;19.892.000.768;11.778.000.768;8.114.000.000;42.623.000.576;37.231.144.960
177;EXPD;Expeditors International;Industrials;Air Freight & Logistics;Washington;10/10/2007;1979;19.900;12.636.014.592;10.360.546.592;2.275.468.000;526.791.008;16.891.315.200
178;EXPE;Expedia Group;Consumer Discretionary;Hotels, Resorts & Cruise Lines;Washington;2/10/2007;1996;16.500;12.259.999.744;2.249.999.744;10.010.000.000;6.549.000.192;14.322.162.688
179;EXR;Extra Space Storage;Real Estate;Self-Storage REITs;Utah;19/1/2016;1977;4.781;2.065.756.032;549.858.032;1.515.898.000;7.721.080.832;25.469.497.344
180;F;Ford Motor Company;Consumer Discretionary;Automobile Manufacturers;Michigan;4/3/1957;1903;173.000;169.818.996.736;152.603.996.736;17.215.000.000;144.849.993.728;47.626.534.912
181;FANG;Diamondback Energy;Energy;Oil & Gas Exploration & Production;Texas;3/12/2018;2007;972;7.820.000.256;-352.999.744;8.173.000.000;6.735.000.064;25.950.066.688
182;FAST;Fastenal;Industrials;Building Products;Minnesota;15/9/2008;1967;20.631;16.624.076.943;13.408.276.943;3.215.800.000;7.841.545.728;31.366.182.912
183;FCX;Freeport-McMoRan;Materials;Copper;Arizona;5/4/1944;1912;25.600;21.887.000.576;12.177.000.576;9.710.000.000;9.495.000.064;50.707.841.024
184;FDS;FactSet;Financials;Financial Exchanges & Data;Connecticut;20/12/2021;1978;12.237;2.085.507.968;973.224.968;1.112.283.000;1.839.921.024;17.134.892.032
185;FDX;FedEx;Industrials;Air Freight & Logistics;Tennessee;31/12/1980;1971;328.000;88.593.997.824;64.197.997.824;24.396.000.000;16.289.502.208;65.158.008.832
186;FE;FirstEnergy;Utilities;Electric Utilities;Ohio;28/11/1997;1997;12.335;12.698.000.384;4.467.000.384;8.231.000.000;24.007.999.488;19.368.167.424
187;FFIV;F5, Inc.;Information Technology;Communications Equipment;Washington;20/12/2010;1996;6.149;2.806.227.968;650.009.968;2.156.218.000;292.232.000;9.226.890.240
188;FI;Fiserv;Financials;Transaction & Payment Processing Services;Wisconsin;2/4/2001;1984;41.000;18.452.000.768;8.707.000.768;9.745.000.000;23.320.999.936;68.977.934.336
189;FICO;Fair Isaac;Information Technology;Application Software;Montana;20/3/2023;1956;3.437;1.472.572.032;397.476.032;1.075.096.000;1.971.992.064;21.440.081.920
190;FIS;FIS;Financials;Transaction & Payment Processing Services;Florida;10/11/2006;1968;69.000;14.574.000.128;8.866.000.128;5.708.000.000;19.517.999.104;32.081.981.440
191;FITB;Fifth Third Bank;Financials;Regional Banks;Ohio;29/3/1996;1858;19.225;8.208.999.936;385.999.936;7.823.000.000;22.027.999.232;16.552.412.160
192;FLT;Fleetcor;Financials;Transaction & Payment Processing Services;Atlanta;20/6/2018;2000;9.900;3.626.117.120;963.695.120;2.662.422.000;6.757.541.888;18.642.442.240
193;FMC;FMC Corporation;Materials;Fertilizers & Agricultural Chemicals;Pennsylvania;19/8/2009;1883;6.600;5.358.000.128;3.031.200.128;2.326.800.000;4.831.200.256;7.921.856.000
194;FOX;Fox Corporation (Class B);Communication Services;Movies & Entertainment;New York;18/9/2015;2019;10.400;14.913.000.448;9.689.000.448;5.224.000.000;8.207.000.064;14.154.018.816
195;FOXA;Fox Corporation (Class A);Communication Services;Movies & Entertainment;New York;1/7/2013;2019;10.400;14.913.000.448;9.689.000.448;5.224.000.000;8.207.000.064;14.142.389.248
196;FRT;Federal Realty;Real Estate;Retail REITs;Maryland;1/2/2016;1962;314;1.111.591.936;381.011.936;730.580.000;4.576.219.136;7.216.961.024
197;FSLR;First Solar;Information Technology;Semiconductors;Arizona;19/12/2022;1999;5.500;2.990.283.008;2.862.625.008;127.658.000;483.296.992;15.527.886.848
198;FTNT;Fortinet;Information Technology;Systems Software;California;11/10/2018;2000;13.677;4.987.599.872;1.655.099.872;3.332.500.000;1.064.300.032;45.565.255.680
199;FTV;Fortive;Industrials;Industrial Machinery & Supplies & Components;Washington;1/7/2016;2016;18.000;5.973.000.192;2.609.600.192;3.363.400.000;3.144.100.096;26.260.989.952
200;GD;General Dynamics;Industrials;Aerospace & Defense;Virginia;4/3/1957;1899;106.500;40.859.000.832;34.237.000.832;6.622.000.000;11.484.999.680;59.182.071.808
201;GE;General Electric;Industrials;Industrial Conglomerates;Massachusetts;4/3/1957;1892;172.000;80.938.000.384;62.402.000.384;18.536.000.000;23.879.000.064;118.328.680.448
202;GEHC;GE HealthCare;Health Care;Health Care Technology;Illinois;4/1/2023;1994;50.000;19.037.999.104;11.858.999.104;7.179.000.000;10.608.000.000;30.747.049.984
203;GEN;Gen Digital;Information Technology;Application Software;Arizona;25/3/2003;1982;3.700;3.576.999.936;2.925.155.881;651.844.055;9.610.999.808;10.864.067.584
204;GILD;Gilead Sciences;Health Care;Biotechnology;California;1/7/2004;1987;17.000;27.381.999.616;5.757.999.616;21.624.000.000;25.245.999.104;93.076.938.752
205;GIS;General Mills;Consumer Staples;Packaged Foods & Meats;Minnesota;4/3/1957;1856;34.000;20.281.300.992;13.735.500.992;6.545.800.000;12.282.399.744;36.248.555.520
206;GL;Globe Life;Financials;Life & Health Insurance;Texas;30/4/1989;1900;3.543;5.268.239.872;3.917.579.872;1.350.660.000;2.056.349.056;10.437.751.808
207;GLW;Corning Inc.;Information Technology;Electronic Components;New York;27/2/1995;1851;57.500;13.315.000.320;8.472.000.320;4.843.000.000;8.553.999.872;25.316.505.600
208;GM;General Motors;Consumer Discretionary;Automobile Manufacturers;Michigan;6/6/2013;1908;167.000;169.728.999.424;148.574.999.424;21.154.000.000;120.920.997.888;41.703.833.600
209;GNRC;Generac;Industrials;Electrical Components & Equipment;Wisconsin;22/3/2021;1959;9.160;4.025.819.904;2.503.815.904;1.522.004.000;1.739.788.032;6.294.594.048
210;GOOG;Alphabet Inc. (Class C);Communication Services;Interactive Media & Services;California;3/4/2006;1998;181.798;289.531.002.880;132.898.002.880;156.633.000.000;29.432.000.512;1.708.659.965.952
211;GPC;Genuine Parts Company;Consumer Discretionary;Automotive Parts & Equipment;Atlanta;31/12/1973;1925;58.000;22.879.047.680;15.138.943.680;7.740.104.000;4.266.317.056;20.039.098.368
212;GPN;Global Payments;Financials;Transaction & Payment Processing Services;Atlanta;25/4/2016;2000;25.000;9.283.270.656;4.054.272.656;5.228.998.000;17.588.615.168;29.670.516.736
213;GRMN;Garmin;Consumer Discretionary;Consumer Electronics;Switzerland;12/12/2012;1989;19.700;4.915.009.024;2.108.234.024;2.806.775.000;142.440.000;20.023.963.648
214;GS;Goldman Sachs;Financials;Investment Banking & Brokerage;New York;22/7/2002;1869;44.600;43.755.999.232;6.225.999.232;37.530.000.000;638.347.968.512;102.362.849.280
215;GWW;W. W. Grainger;Industrials;Industrial Machinery & Supplies & Components;Illinois;30/6/1981;1927;23.000;16.017.000.448;10.168.000.448;5.849.000.000;2.782.000.128;35.128.131.584
216;HAL;Halliburton;Energy;Oil & Gas Equipment & Services;Texas;4/3/1957;1919;47.000;22.414.000.128;19.171.000.128;3.243.000.000;9.075.999.744;34.198.661.120
217;HAS;Hasbro;Consumer Discretionary;Leisure Products;Rhode Island;30/9/1984;1923;6.490;5.565.400.064;2.649.700.064;2.915.700.000;4.067.099.904;8.311.972.864
218;HBAN;Huntington Bancshares;Financials;Regional Banks;Michigan;28/8/1997;1866;20.198;7.240.000.000;284.000.000;6.956.000.000;17.407.000.576;14.522.234.880
219;HCA;HCA Healthcare;Health Care;Health Care Facilities;Tennessee;27/1/2015;1968;207.000;61.920.002.048;38.743.002.048;23.177.000.000;40.738.000.896;66.754.011.136
220;HD;Home Depot (The);Consumer Discretionary;Home Improvement Retail;Atlanta;31/3/1988;1978;470.000;154.876.002.304;102.098.002.304;52.778.000.000;49.493.000.192;291.720.429.568
221;HES;Hess Corporation;Energy;Integrated Oil & Gas;New York;31/5/1984;1919;1.623;10.535.000.064;2.794.000.064;7.741.000.000;9.267.000.320;43.584.237.568
222;HIG;Hartford (The);Financials;Property & Casualty Insurance;Connecticut;4/3/1957;1810;18.800;23.576.999.936;16.197.999.936;7.379.000.000;4.362.999.808;21.602.912.256
223;HII;Huntington Ingalls Industries;Industrials;Aerospace & Defense;Virginia;3/1/2018;2011;43.000;10.899.000.320;9.459.000.320;1.440.000.000;3.104.000.000;7.985.081.344
224;HLT;Hilton Worldwide;Consumer Discretionary;Hotels, Resorts & Cruise Lines;Virginia;19/6/2017;1919;159.000;4.188.999.936;1.451.999.936;2.737.000.000;9.569.999.872;39.182.643.200
225;HOLX;Hologic;Health Care;Health Care Equipment;Massachusetts;30/3/2016;1985;6.944;4.038.299.904;727.799.904;3.310.500.000;2.840.199.936;16.996.525.056
226;HON;Honeywell;Industrials;Industrial Conglomerates;North Carolina;4/3/1957;1906;97.000;36.146.999.296;24.505.999.296;11.641.000.000;22.364.000.256;119.526.268.928
227;HPE;Hewlett Packard Enterprise;Information Technology;Technology Hardware, Storage & Peripherals;Texas;2/11/2015;2015;60.200;29.654.999.040;20.148.999.040;9.506.000.000;13.509.000.192;21.539.221.504
228;HPQ;HP Inc.;Information Technology;Technology Hardware, Storage & Peripherals;California;31/12/1974;2015;58.000;54.748.000.256;42.413.000.256;12.335.000.000;11.009.999.872;25.922.295.808
229;HRL;Hormel Foods;Consumer Staples;Packaged Foods & Meats;Minnesota;4/3/2009;1891;20.000;12.195.404.800;10.030.718.800;2.164.686.000;3.307.361.024;20.411.066.368
230;HSIC;Henry Schein;Health Care;Health Care Distributors;New York;17/3/2015;1932;23.000;12.597.999.616;8.766.999.616;3.831.000.000;1.882.000.000;9.618.891.776
231;HST;Host Hotels & Resorts;Real Estate;Hotel & Resort REITs;Maryland;20/3/2007;1993;165;5.235.999.744;3.705.999.744;1.530.000.000;4.776.999.936;11.603.568.640
232;HSY;Hershey's;Consumer Staples;Packaged Foods & Meats;Pennsylvania;4/3/1957;1894;18.075;10.858.385.408;6.359.838.408;4.498.547.000;5.278.499.840;39.975.538.688
233;HUM;Humana;Health Care;Managed Health Care;Kentucky;3/2/1971;1961;67.100;98.727.002.112;81.547.002.112;17.180.000.000;12.200.999.936;60.588.044.288
234;HWM;Howmet Aerospace;Industrials;Aerospace & Defense;Pennsylvania;4/3/1957;2016;21.400;6.197.000.192;4.601.000.192;1.596.000.000;4.100.000.000;18.809.051.136
235;IBM;IBM;Information Technology;IT Consulting & Other Services;New York;4/3/1957;1911;288.300;60.524.998.656;27.836.998.656;32.688.000.000;60.303.998.976;128.925.573.120
236;ICE;Intercontinental Exchange;Financials;Financial Exchanges & Data;Atlanta;26/9/2007;2000;9.116;7.362.999.808;70.999.808;7.292.000.000;18.346.000.384;62.655.041.536
237;IDXX;Idexx Laboratories;Health Care;Health Care Equipment;Maine;5/1/2017;1983;11.000;3.514.053.888;1.509.715.888;2.004.338.000;1.155.538.944;35.738.497.024
238;IEX;IDEX Corporation;Industrials;Industrial Machinery & Supplies & Components;Illinois;9/8/2019;1988;8.868;3.326.299.904;1.890.899.904;1.435.400.000;1.595.200.000;15.508.931.584
239;IFF;International Flavors & Fragrances;Materials;Specialty Chemicals;New York;31/3/1976;1889;24.600;11.863.000.064;7.712.000.064;4.151.000.000;11.338.999.808;16.474.028.032
240;ILMN;Illumina;Health Care;Life Sciences Tools & Services;California;19/11/2015;1998;11.500;4.461.000.192;1.316.000.192;3.145.000.000;3.048.000.000;22.071.767.040
241;INCY;Incyte;Health Care;Biotechnology;Delaware;28/2/2017;1991;2.324;3.513.285.888;1.919.556.888;1.593.729.000;39.741.000;13.178.615.808
242;INTC;Intel;Information Technology;Semiconductors;California;31/12/1976;1968;131.900;54.044.000.256;27.178.000.256;26.866.000.000;49.045.999.616;150.307.323.904
243;INTU;Intuit;Information Technology;Application Software;California;5/12/2000;1983;18.200;14.368.000.000;2.980.000.000;11.388.000.000;8.681.863.250;144.697.720.832
244;INVH;Invitation Homes;Real Estate;Single-Family Residential REITs;Texas;19/9/2022;2012;1.511;2.328.003.072;973.775.072;1.354.228.000;7.781.683.200;19.454.910.464
245;IP;International Paper;Materials;Paper & Plastic Packaging Products & Materials;Tennessee;4/3/1957;1898;39.000;20.237.000.704;14.219.000.704;6.018.000.000;6.275.999.744;12.092.665.856
246;IPG;Interpublic Group of Companies (The);Communication Services;Advertising;New York;1/10/1992;1930;57.800;9.352.099.840;7.226.199.840;2.125.900.000;4.756.299.776;10.912.907.264
247;IQV;IQVIA;Health Care;Life Sciences Tools & Services;North Carolina;29/8/2017;1982;87.000;14.680.999.936;9.652.999.936;5.028.000.000;14.019.000.320;36.225.196.032
248;IR;Ingersoll Rand;Industrials;Industrial Machinery & Supplies & Components;North Carolina;3/3/2020;1859;17.000;6.455.199.744;4.129.599.744;2.325.600.000;2.818.400.000;25.404.346.368
249;IRM;Iron Mountain;Real Estate;Other Specialized REITs;Massachusetts;6/1/2009;1951;26.000;5.238.279.168;2.323.825.168;2.914.454.000;14.064.402.432;16.723.119.104
250;ISRG;Intuitive Surgical;Health Care;Health Care Equipment;California;2/6/2008;1995;12.120;6.664.500.224;2.468.500.224;4.196.000.000;20.384.913.818;101.924.569.088
251;IT;Gartner;Information Technology;IT Consulting & Other Services;Connecticut;5/4/2017;1979;20.104;5.748.639.232;1.966.564.232;3.782.075.000;3.120.248.064;27.757.506.560
252;ITW;Illinois Tool Works;Industrials;Industrial Machinery & Supplies & Components;Illinois;28/2/1986;1912;46.000;16.074.999.808;9.571.999.808;6.503.000.000;8.222.000.128;70.405.464.064
253;IVZ;Invesco;Financials;Asset Management & Custody Banks;Atlanta;21/8/2008;1935;8.621;5.750.099.968;3.852.299.968;1.897.800.000;1.488.600.064;6.123.676.160
254;J;Jacobs Solutions;Industrials;Construction & Engineering;Texas;26/10/2007;1947;60.000;15.944.750.080;12.616.426.080;3.328.324.000;3.924.538.112;16.922.120.192
255;JBHT;J.B. Hunt;Industrials;Cargo Ground Transportation;Arkansas;1/7/2015;1961;37.151;13.850.090.496;11.272.303.496;2.577.787.000;1.805.352.960;19.232.505.856
256;JCI;Johnson Controls;Industrials;Building Products;Ireland;27/8/2010;1885;100.000;26.612.000.768;18.269.000.768;8.343.000.000;11.196.000.256;34.920.824.832
257;JKHY;Jack Henry & Associates;Financials;Transaction & Payment Processing Services;Missouri;13/11/2018;1976;7.120;2.077.702.016;1.219.062.016;858.640.000;325.268.992;10.836.698.112
258;JNJ;Johnson & Johnson;Health Care;Pharmaceuticals;New Jersey;30/6/1973;1886;152.700;97.773.002.752;33.819.002.752;63.954.000.000;45.602.000.896;378.394.673.152
259;JNPR;Juniper Networks;Information Technology;Communications Equipment;California;2/6/2006;1996;10.901;5.665.299.968;2.706.999.968;2.958.300.000;1.785.100.032;8.506.399.232
260;JPM;JPMorgan Chase;Financials;Diversified Banks;New York;30/6/1975;1871;300.066;135.220.002.816;12.914.002.816;122.306.000.000;746.319.970.304;415.280.234.496
261;K;Kellogg's;Consumer Staples;Packaged Foods & Meats;Michigan;11/9/1989;1906;30.000;15.873.000.448;11.248.000.448;4.625.000.000;7.442.999.808;17.336.453.120
262;KDP;Keurig Dr Pepper;Consumer Staples;Soft Drinks & Non-alcoholic Beverages;Massachusetts;21/6/2022;1981;28.000;14.567.000.064;7.235.000.064;7.332.000.000;14.373.000.192;42.211.225.600
263;KEY;KeyCorp;Financials;Regional Banks;Ohio;1/3/1994;1825;17.987;6.384.000.000;-359.000.000;6.743.000.000;32.270.000.128;9.639.965.696
264;KEYS;Keysight;Information Technology;Electronic Equipment & Instruments;California;6/11/2018;1939;14.800;5.596.000.256;2.146.000.256;3.450.000.000;2.022.000.000;22.956.896.256
265;KHC;Kraft Heinz;Consumer Staples;Packaged Foods & Meats;Pennsylvania;6/7/2015;1869;37.000;27.096.000.512;18.861.000.512;8.235.000.000;20.049.000.448;39.698.333.696
266;KIM;Kimco Realty;Real Estate;Retail REITs;New York;4/4/2006;1958;639;1.758.968.960;562.191.960;1.196.777.000;7.245.817.856;10.482.085.888
267;KLAC;KLA Corporation;Information Technology;Semiconductor Materials & Equipment;California;30/9/1997;1997;15.000;10.496.056.320;6.724.735.672;3.771.320.648;6.063.132.160;62.855.344.128
268;KMB;Kimberly-Clark;Consumer Staples;Household Products;Texas;4/3/1957;1872;44.000;20.345.999.360;14.126.999.360;6.219.000.000;8.344.999.936;40.071.540.736
269;KMI;Kinder Morgan;Energy;Oil & Gas Storage & Transportation;Texas;25/5/2012;1997;10.525;17.144.999.936;9.854.999.936;7.290.000.000;31.778.000.896;36.007.227.392
270;KMX;CarMax;Consumer Discretionary;Automotive Retail;Virginia;28/6/2010;1993;30.000;28.544.348.160;25.744.145.160;2.800.203.000;19.696.463.872;10.487.954.432
271;KO;Coca-Cola Company (The);Consumer Staples;Soft Drinks & Non-alcoholic Beverages;Atlanta;4/3/1957;1886;82.500;44.139.999.232;19.135.999.232;25.004.000.000;43.194.998.784;226.508.947.456
272;KR;Kroger;Consumer Staples;Food Retail;Ohio;4/3/1957;1883;430.000;148.037.992.448;115.229.992.448;32.808.000.000;21.152.999.424;31.757.801.472
273;KVUE;Kenvue;Consumer Staples;Personal Care Products;New Jersey;25/8/2023;2022;22.000;15.418.999.808;7.078.999.808;8.340.000.000;8.602.999.808;37.838.225.408
274;L;Loews Corporation;Financials;Multi-line Insurance;New York;31/5/1995;1959;12.050;14.970.999.808;10.273.999.808;4.697.000.000;9.054.999.552;14.166.474.752
275;LDOS;Leidos;Industrials;Diversified Support Services;Virginia;9/8/2019;1969;45.000;14.842.000.384;12.758.000.384;2.084.000.000;5.441.999.872;12.423.398.400
276;LEN;Lennar;Consumer Discretionary;Homebuilding;Florida;4/10/2005;1954;12.012;33.439.549.440;26.237.405.440;7.202.144.000;4.623.764.992;30.603.888.640
277;LH;LabCorp;Health Care;Health Care Services;North Carolina;1/11/2004;1978;60.000;14.880.799.744;10.495.699.744;4.385.100.000;6.288.699.904;17.789.992.960
278;LHX;L3Harris;Industrials;Aerospace & Defense;Florida;22/9/2008;1895;46.000;17.987.999.744;13.060.999.744;4.927.000.000;9.523.999.744;30.503.368.704
279;LIN;Linde plc;Materials;Industrial Gases;United Kingdom;1/7/1992;1879;66.270;33.092.999.168;19.178.999.168;13.914.000.000;17.489.999.872;180.471.693.312
280;LKQ;LKQ Corporation;Consumer Discretionary;Distributors;Illinois;23/5/2016;1998;45.000;12.901.999.616;7.678.999.616;5.223.000.000;5.329.999.872;13.158.404.096
281;LLY;Eli Lilly and Company;Health Care;Pharmaceuticals;Indiana;31/12/1970;1876;39.000;29.515.499.520;7.603.899.520;21.911.600.000;18.953.500.672;514.024.210.432
282;LMT;Lockheed Martin;Industrials;Aerospace & Defense;Maryland;4/3/1957;1995;116.000;67.392.999.424;59.005.999.424;8.387.000.000;17.545.000.960;100.065.050.624
283;LNT;Alliant Energy;Utilities;Electric Utilities;Wisconsin;1/7/2016;1917;3.129;4.183.000.064;2.474.000.064;1.709.000.000;9.036.000.256;12.031.951.872
284;LOW;Lowe's;Consumer Discretionary;Home Improvement Retail;North Carolina;29/2/1984;1959;300.000;93.227.999.232;60.970.999.232;32.257.000.000;40.668.000.256;115.307.577.344
285;LRCX;Lam Research;Information Technology;Semiconductor Materials & Equipment;California;29/6/2012;1980;17.200;17.428.516.864;12.463.606.989;4.964.909.875;5.249.108.992;82.748.497.920
286;LUV;Southwest Airlines;Industrials;Passenger Airlines;Texas;1/7/1994;1967;71.299;25.134.999.552;19.158.999.552;5.976.000.000;9.328.000.000;16.272.719.872
287;LVS;Las Vegas Sands;Consumer Discretionary;Casinos & Gaming;Nevada;3/10/2019;1988;35.500;6.784.000.000;4.199.000.000;2.585.000.000;14.919.999.488;33.712.109.568
288;LW;Lamb Weston;Consumer Staples;Packaged Foods & Meats;Idaho;3/12/2018;1950;10.200;5.890.299.904;3.039.949.005;2.850.350.899;3.473.299.968;14.251.754.496
289;LYB;LyondellBasell;Materials;Specialty Chemicals;Netherlands;5/9/2012;2007;19.300;43.008.999.424;36.404.999.424;6.604.000.000;13.304.000.512;29.492.662.272
290;LYV;Live Nation Entertainment;Communication Services;Movies & Entertainment;California;23/12/2019;2010;12.800;19.202.385.920;14.858.655.920;4.343.730.000;8.413.015.040;19.615.770.624
291;MA;Mastercard;Financials;Transaction & Payment Processing Services;New York;18/7/2008;1966;29.900;23.590.000.640;1.353.000.640;22.237.000.000;15.619.999.744;371.419.971.584
292;MAA;Mid-America Apartment Communities;Real Estate;Multi-Family Residential REITs;Tennessee;2/12/2016;1977;2.387;2.112.926.976;882.217.976;1.230.709.000;4.424.393.216;15.381.636.096
293;MAR;Marriott International;Consumer Discretionary;Hotels, Resorts & Cruise Lines;Maryland;29/5/1998;1927;377.000;5.970.999.808;1.688.999.808;4.282.000.000;12.295.999.488;58.088.206.336
294;MAS;Masco;Industrials;Building Products;Michigan;30/6/1981;1929;19.000;8.232.999.936;5.487.999.936;2.745.000.000;3.276.999.936;11.745.636.352
295;MCD;McDonald's;Consumer Discretionary;Restaurants;Illinois;30/6/1970;1940;100.000;24.193.900.544;10.986.700.544;13.207.200.000;48.560.300.032;183.815.897.088
296;MCHP;Microchip Technology;Information Technology;Semiconductors;Arizona;7/9/2007;1989;22.600;8.763.700.224;6.237.446.185;2.526.254.039;6.062.600.192;42.104.233.984
297;MCK;McKesson;Health Care;Health Care Distributors;Texas;13/1/1999;1833;45.000;284.040.003.584;271.682.003.584;12.358.000.000;7.475.999.744;60.139.311.104
298;MCO;Moody's Corporation;Financials;Financial Exchanges & Data;New York;1/7/1998;1909;14.635;5.528.999.936;1.673.999.936;3.855.000.000;7.911.000.064;57.603.977.216
299;MDLZ;Mondelez International;Consumer Staples;Packaged Foods & Meats;Illinois;2/10/2012;2012;91.000;34.130.999.296;22.774.999.296;11.356.000.000;21.717.999.616;88.522.530.816
300;MDT;Medtronic;Health Care;Health Care Equipment;Ireland;31/10/1986;1949;95.000;31.558.000.640;14.333.623.009;17.224.377.631;24.981.999.616;101.319.868.416
301;MET;MetLife;Financials;Life & Health Insurance;New York;11/12/2000;1868;45.000;71.029.997.568;56.136.997.568;14.893.000.000;106.976.002.048;45.339.406.336
302;META;Meta Platforms;Communication Services;Interactive Media & Services;California;23/12/2013;2004;71.469;120.524.996.608;27.669.996.608;92.855.000.000;36.977.999.872;784.273.440.768
303;MGM;MGM Resorts;Consumer Discretionary;Casinos & Gaming;Nevada;26/7/2017;1986;57.000;14.777.702.400;8.303.200.400;6.474.502.000;32.037.664.768;12.207.428.608
304;MHK;Mohawk Industries;Consumer Discretionary;Home Furnishings;Atlanta;23/12/2013;1878;40.900;11.324.864.512;8.310.621.512;3.014.243.000;3.468.072.960;5.194.556.928
305;MKC;McCormick & Company;Consumer Staples;Packaged Foods & Meats;Maryland;20/3/2003;1889;14.200;6.605.100.032;4.330.600.032;2.274.500.000;4.833.399.808;17.547.536.384
306;MKTX;MarketAxess;Financials;Financial Exchanges & Data;New York;1/7/2019;2000;744;733.028.992;67.692.992;665.336.000;79.922.000;8.500.398.080
307;MLM;Martin Marietta Materials;Materials;Construction Materials;North Carolina;2/7/2014;1993;9.400;6.032.900.096;4.607.000.096;1.425.900.000;5.433.299.968;25.973.215.232
308;MMC;Marsh McLennan;Financials;Insurance Brokers;New York;31/8/1987;1905;85.000;21.592.000.512;12.708.000.512;8.884.000.000;14.629.999.616;94.799.650.816
309;MMM;3M;Industrials;Industrial Conglomerates;Minnesota;4/3/1957;1902;92.000;33.053.999.104;18.053.999.104;15.000.000.000;16.899.999.744;48.481.460.224
310;MNST;Monster Beverage;Consumer Staples;Soft Drinks & Non-alcoholic Beverages;California;28/6/2012;1935;4.607;6.691.107.840;3.516.540.840;3.174.567.000;40.898.000;52.470.276.096
311;MO;Altria;Consumer Staples;Tobacco;Virginia;4/3/1957;1985;6.300;20.579.000.320;6.396.000.320;14.183.000.000;27.195.000.832;74.515.881.984
312;MOH;Molina Healthcare;Health Care;Managed Health Care;California;2/3/2022;1980;15.000;31.835.000.832;27.909.000.832;3.926.000.000;2.380.999.936;19.185.946.624
313;MOS;Mosaic Company (The);Materials;Fertilizers & Agricultural Chemicals;Florida;26/9/2011;1909;13.570;16.828.099.584;11.050.999.584;5.777.100.000;3.835.899.904;11.297.519.616
